Passenger_ID,Age,Gender,Nationality,Travel_Purpose,Flight_Number,Airline_Name,Class,Flight_Distance,Departure_City,Arrival_City,Departure_Delay,Arrival_Delay,Flight_Duration,Flight_Route_Type,Seat_Comfort,InFlight_Entertainment,Food_Quality,Cleanliness,Cabin_Staff_Service,Legroom,Baggage_Handling,CheckIn_Service,Boarding_Process,WiFi_Service,Festival_Season_Travel,Overall_Satisfaction,Recommendation,Complaint_Submitted,Complaint_Type,Feedback_Comments,Seat_Type,Loyalty_Membership,Frequent_Flyer,Baggage_Lost,Compensation_Received,Booking_Channel,Seat_Upgrade,Special_Assistance,Refund_Requested,Discount_Received,Preferred_Airline,Frequent_Route,Payment_Method,Airline_Loyalty_Program
254,50,Male,Indian,Family,AI264,Alliance Air,First Class,5000,Kolkata,Bhubaneswar,0,5,300,Domestic,1,0,0,4,0,6,0,10,10,0,1,Satisfied,1.0,1,Broken Entertainment System,Bad,Aisle,No,1,1,0,Online,0,0,1.0,1,No,Bangalore - Hyderabad,Net Banking,SpiceClub
255,66,Female,Indian,Business,AI934,Air India,Economy,1441,Delhi,Hyderabad,0,0,86,Domestic,0,6,10,0,0,10,0,6,6,4,0,Satisfied,1.0,0,Bad Experience,Good,Standard,No,0,1,1,Airport Counter,0,0,0.0,1,Yes,Delhi - Mumbai,UPI,Flying Returns (Air India)
256,90,Male,Indian,Family,AI519,TruJet,First Class,794,Hyderabad,Kolkata,15,5,47,Domestic,4,6,0,0,2,6,0,4,0,1,0,Happy,0.0,0,Unhygienic Toilets,No Feedback,Aisle,No,0,1,0,Travel Agency,0,1,0.0,1,No,Delhi - Mumbai,Cash at Airport,Club Vistara
257,50,Male,Indian,Family,AI995,AirAsia India,Business,5000,Bangalore,Kochi,0,5,300,Domestic,0,0,10,10,10,10,10,10,0,2,1,Happy,0.0,0,Broken Entertainment System,WiFi was not working.,Window,Gold,0,1,0,Mobile App,0,1,0.0,0,Yes,Delhi - Mumbai,Net Banking,IndiGo 6E Rewards
258,50,Male,Indian,Leisure,AI289,Akasa Air,Economy,1441,Bangalore,Jaipur,0,0,86,Domestic,0,5,1,6,10,0,6,10,6,0,0,Dissatisfied,0.0,1,Food,Food was cold.,Middle,Platinum,0,1,0,Online,0,0,0.0,1,Sometimes,Chennai - Kolkata,Debit Card,Club Vistara
259,49,Female,Indian,Family,AI183,Indigo,Business,5000,Ahmedabad,Delhi,15,5,300,Domestic,6,10,10,0,0,5,6,10,0,0,0,Dissatisfied,1.0,1,Long Security Check,WiFi was not working.,Aisle,No,0,1,0,Airport Counter,1,1,0.0,1,Yes,Delhi - Mumbai,UPI,Club Vistara
260,50,Male,Indian,Family,AI411,Air India,First Class,1441,Jaipur,Kochi,15,5,86,Domestic,0,5,6,10,1,10,4,0,6,0,0,Dissatisfied,0.0,0,No Complaint,Good,Middle,No,0,0,0,Travel Agency,0,0,0.0,0,Yes,Chennai - Kolkata,Net Banking,SpiceClub
261,50,Male,Indian,Family,AI248,GoAir,Economy,5000,Ahmedabad,Hyderabad,15,0,300,Domestic,6,6,3,10,10,4,0,0,2,0,0,Happy,0.0,0,Delay,Good,Standard,Silver,0,1,0,Online,0,0,0.0,0,Sometimes,Chennai - Kolkata,Net Banking,Club Vistara
262,90,Male,Indian,Leisure,AI134,Indigo,Business,1441,Ahmedabad,Bhubaneswar,0,5,86,Domestic,10,6,0,10,0,10,0,6,6,2,1,Dissatisfied,1.0,0,Long Security Check,Good,Window,No,0,0,0,Travel Agency,0,1,0.0,0,No,Delhi - Mumbai,Cash at Airport,IndiGo 6E Rewards
263,80,Male,Indian,Family,AI170,Indigo,Business,5000,Hyderabad,Bangalore,0,0,300,Domestic,0,6,0,6,0,3,0,6,10,0,0,Neutral,1.0,0,Bad Experience,Loved the flight.,Window,Silver,1,1,0,Airport Counter,1,1,0.0,0,Yes,Delhi - Mumbai,Net Banking,Club Vistara
264,90,Male,Indian,Family,AI129,Vistara,Economy,5000,Pune,Jaipur,15,5,300,Domestic,1,10,6,6,0,10,0,0,10,0,1,Satisfied,0.0,0,Delay,WiFi was not working.,Window,Silver,1,0,0,Mobile App,0,1,0.0,1,Yes,Delhi - Mumbai,Cash at Airport,Flying Returns (Air India)
265,50,Male,Indian,Family,AI446,Indigo,Economy,5000,Lucknow,Guwahati,0,0,300,Domestic,10,0,0,0,10,10,0,2,0,1,0,Satisfied,1.0,0,Bad Experience,No Feedback,Middle,Platinum,0,0,0,Online,0,0,1.0,0,Yes,Bangalore - Hyderabad,Net Banking,Club Vistara
266,50,Male,Indian,Family,AI636,TruJet,First Class,2807,Bhubaneswar,Bangalore,15,3,168,Domestic,10,0,10,10,10,10,10,10,6,0,0,Happy,0.0,0,Food,Loved the flight.,Aisle,Gold,1,0,0,Travel Agency,1,1,0.0,1,No,Chennai - Kolkata,UPI,Flying Returns (Air India)
267,37,Female,Indian,Family,AI248,GoAir,First Class,1676,Mumbai,Ahmedabad,0,0,100,Domestic,0,3,0,2,10,10,0,0,0,0,0,Happy,0.0,1,Service,Great service!,Aisle,Gold,0,0,0,Online,0,0,1.0,1,Yes,Pune - Delhi,Cash at Airport,Club Vistara
268,54,Male,Indian,Family,AI651,GoAir,Economy,2926,Bangalore,Bhubaneswar,15,5,175,Domestic,6,10,0,3,0,10,6,6,0,0,1,Satisfied,0.0,0,Service,WiFi was not working.,Middle,Platinum,0,1,0,Travel Agency,0,1,1.0,1,Sometimes,Bangalore - Hyderabad,UPI,SpiceClub
269,90,Male,Indian,Leisure,AI619,GoAir,Business,5000,Bhubaneswar,Chennai,1,0,300,Domestic,10,10,5,0,10,10,6,0,6,0,0,Neutral,0.0,0,Service,Bad,Middle,Platinum,1,0,0,Travel Agency,0,0,0.0,1,No,Delhi - Mumbai,Cash at Airport,Flying Returns (Air India)
270,50,Male,Indian,Business,AI804,SpiceJet,Economy,5000,Delhi,Pune,0,5,300,Domestic,0,5,0,10,1,0,0,10,6,5,0,Dissatisfied,1.0,0,Other,Bad,Standard,No,0,1,1,Mobile App,1,1,0.0,1,No,Chennai - Kolkata,Debit Card,Club Vistara
271,50,Male,Indian,Family,AI519,TruJet,Business,5000,Kolkata,Guwahati,15,0,300,Domestic,10,10,0,10,2,6,0,10,6,0,1,Happy,0.0,0,Turbulence,WiFi was not working.,Window,Platinum,0,1,0,Online,0,1,0.0,1,Sometimes,Bangalore - Hyderabad,Cash at Airport,Flying Returns (Air India)
272,44,Female,Indian,Family,AI412,Indigo,Economy,5000,Ahmedabad,Hyderabad,15,0,300,Domestic,0,10,10,0,0,0,10,0,6,0,0,Happy,1.0,1,Turbulence,No Feedback,Aisle,Platinum,0,0,0,Airport Counter,1,0,0.0,0,No,Delhi - Mumbai,Cash at Airport,SpiceClub
273,50,Female,Indian,Transit,AI677,GoAir,Business,5000,Guwahati,Mumbai,15,0,300,Domestic,10,5,1,10,0,5,0,0,3,0,0,Happy,1.0,0,Service,Bad,Window,Silver,0,1,1,Online,1,0,0.0,1,Yes,Delhi - Mumbai,Credit Card,IndiGo 6E Rewards
274,23,Male,Indian,Leisure,AI704,SpiceJet,Economy,1441,Lucknow,Jaipur,0,0,86,Domestic,10,10,6,10,0,4,0,10,0,0,1,Satisfied,0.0,0,Broken Entertainment System,Good,Standard,No,0,1,0,Airport Counter,1,0,0.0,1,Sometimes,Chennai - Kolkata,UPI,Club Vistara
275,22,Male,Indian,Leisure,AI318,GoAir,First Class,5000,Kochi,Bhubaneswar,0,0,300,Domestic,2,10,0,0,10,10,10,3,10,0,1,Dissatisfied,1.0,1,Unhygienic Toilets,No Feedback,Standard,Silver,0,1,0,Travel Agency,1,1,0.0,0,No,Delhi - Mumbai,UPI,Flying Returns (Air India)
276,50,Male,Indian,Family,AI334,AirAsia India,Economy,5000,Ahmedabad,Jaipur,0,5,300,Domestic,5,6,6,10,6,10,10,10,6,4,1,Happy,0.0,0,Unhygienic Toilets,Good,Standard,No,0,0,0,Travel Agency,0,0,0.0,1,Yes,Chennai - Kolkata,Credit Card,IndiGo 6E Rewards
277,50,Male,Indian,Family,AI129,Vistara,First Class,5000,Delhi,Hyderabad,0,0,300,Domestic,6,0,2,3,10,10,0,10,6,0,1,Neutral,0.0,0,Turbulence,Good,Standard,Platinum,1,1,0,Mobile App,1,0,1.0,1,Sometimes,Bangalore - Hyderabad,UPI,Club Vistara
278,76,Male,Indian,Family,AI897,AirAsia India,Business,2727,Mumbai,Chennai,15,5,163,Domestic,3,0,10,5,6,1,6,0,6,0,1,Dissatisfied,0.0,0,Turbulence,No Feedback,Middle,Platinum,0,1,0,Online,0,0,1.0,1,Sometimes,Bangalore - Hyderabad,Net Banking,Club Vistara
279,50,Male,Indian,Leisure,AI995,AirAsia India,Economy,5000,Guwahati,Hyderabad,15,5,300,Domestic,0,10,0,10,10,10,10,10,0,4,0,Happy,0.0,0,Turbulence,Loved the flight.,Aisle,Silver,0,0,0,Mobile App,1,0,0.0,0,Sometimes,Bangalore - Hyderabad,Cash at Airport,SpiceClub
280,50,Female,Indian,Family,AI366,Air India,First Class,5000,Ahmedabad,Jaipur,15,0,300,Domestic,10,0,5,0,10,0,6,0,6,0,1,Dissatisfied,0.0,1,Unhygienic Toilets,Bad,Aisle,Silver,0,0,0,Travel Agency,1,1,0.0,0,No,Pune - Delhi,UPI,Flying Returns (Air India)
281,76,Male,Indian,Family,AI273,SpiceJet,First Class,1441,Jaipur,Hyderabad,15,0,86,Domestic,10,6,0,1,1,0,0,10,6,0,1,Satisfied,1.0,0,Food,Terrible experience.,Aisle,Platinum,0,1,1,Online,0,1,0.0,1,Sometimes,Delhi - Mumbai,Credit Card,IndiGo 6E Rewards
282,54,Male,Indian,Family,AI340,SpiceJet,Economy,1401,Mumbai,Bhubaneswar,10,5,84,Domestic,0,5,0,0,4,6,0,10,6,0,0,Dissatisfied,1.0,0,Delay,Terrible experience.,Standard,Platinum,1,0,1,Travel Agency,0,1,1.0,0,Sometimes,Chennai - Kolkata,Cash at Airport,Club Vistara
283,90,Female,Indian,Family,AI310,SpiceJet,Economy,1441,Bangalore,Chennai,15,0,86,Domestic,10,0,0,10,10,10,3,6,10,0,1,Neutral,0.0,0,Other,Loved the flight.,Standard,No,1,1,0,Travel Agency,0,1,0.0,1,Sometimes,Pune - Delhi,Credit Card,IndiGo 6E Rewards
284,69,Male,Indian,Leisure,AI879,Vistara,Economy,1441,Jaipur,Chennai,0,5,86,Domestic,6,10,10,0,6,10,6,5,0,0,1,Happy,0.0,0,Delay,Great service!,Standard,Gold,1,0,0,Travel Agency,1,0,0.0,0,Sometimes,Delhi - Mumbai,Debit Card,SpiceClub
285,44,Female,Indian,Family,AI134,Indigo,First Class,5000,Ahmedabad,Kolkata,0,5,300,Domestic,0,0,10,0,0,0,6,10,6,0,1,Happy,0.0,0,Other,WiFi was not working.,Standard,Silver,0,0,1,Online,0,0,1.0,0,Yes,Delhi - Mumbai,Credit Card,Flying Returns (Air India)
286,50,Male,Indian,Business,AI981,Akasa Air,First Class,814,Lucknow,Guwahati,0,0,48,Domestic,6,10,10,4,0,10,0,10,0,0,1,Neutral,0.0,1,Broken Entertainment System,Bad,Window,No,1,0,1,Travel Agency,0,0,0.0,1,Sometimes,Bangalore - Hyderabad,Cash at Airport,Club Vistara
287,90,Female,Indian,Leisure,AI909,AirAsia India,First Class,1441,Ahmedabad,Bhubaneswar,0,5,86,Domestic,10,10,0,10,6,4,0,10,0,4,1,Neutral,0.0,1,Other,Food was cold.,Standard,Silver,0,0,1,Airport Counter,0,1,1.0,1,No,Chennai - Kolkata,Net Banking,IndiGo 6E Rewards
288,50,Male,Indian,Business,AI289,Akasa Air,Business,5000,Chennai,Bangalore,15,0,300,Domestic,0,1,0,2,10,10,10,0,10,0,0,Neutral,0.0,0,Other,Bad,Standard,Gold,1,1,0,Travel Agency,1,0,1.0,1,Yes,Delhi - Mumbai,Cash at Airport,IndiGo 6E Rewards
289,44,Male,Indian,Study,AI264,Alliance Air,Business,1441,Kochi,Pune,15,0,86,Domestic,10,4,6,10,6,6,0,4,0,0,0,Dissatisfied,0.0,1,Unhygienic Toilets,Terrible experience.,Window,No,0,1,0,Airport Counter,0,0,0.0,1,Sometimes,Pune - Delhi,Cash at Airport,Club Vistara
290,50,Female,Indian,Family,AI852,AirAsia India,Economy,1441,Kochi,Jaipur,15,0,86,Domestic,10,0,0,6,2,6,0,2,6,0,0,Neutral,0.0,0,Food,Food was cold.,Aisle,Gold,1,0,1,Airport Counter,0,0,0.0,1,No,Delhi - Mumbai,Debit Card,SpiceClub
291,38,Male,Indian,Family,AI433,TruJet,First Class,1441,Ahmedabad,Bhubaneswar,0,0,86,Domestic,10,10,10,10,0,0,4,10,10,5,1,Dissatisfied,0.0,0,Service,Good,Standard,Silver,0,0,0,Airport Counter,0,1,1.0,1,Sometimes,Delhi - Mumbai,Net Banking,Club Vistara
292,90,Male,Indian,Family,AI248,Air India,Business,1441,Jaipur,Guwahati,15,5,86,Domestic,0,10,10,10,10,0,10,0,0,0,0,Satisfied,0.0,1,Other,Great service!,Middle,Silver,0,0,0,Mobile App,0,1,1.0,1,Yes,Chennai - Kolkata,Cash at Airport,SpiceClub
293,74,Female,Indian,Business,AI248,Air India,Economy,1441,Delhi,Mumbai,0,5,86,Domestic,10,10,0,10,6,3,10,4,10,0,0,Happy,0.0,0,Food,Terrible experience.,Window,Silver,0,0,0,Online,0,1,1.0,1,No,Pune - Delhi,Cash at Airport,IndiGo 6E Rewards
294,58,Female,Indian,Family,AI506,SpiceJet,Economy,2829,Chennai,Guwahati,0,5,169,Domestic,10,3,10,2,10,0,6,0,6,0,0,Satisfied,0.0,0,Other,WiFi was not working.,Window,No,0,1,1,Mobile App,0,0,0.0,1,Yes,Bangalore - Hyderabad,Credit Card,Club Vistara
295,50,Male,Indian,Study,AI129,Vistara,First Class,5000,Hyderabad,Guwahati,0,0,300,Domestic,1,0,10,0,0,10,0,10,6,0,1,Happy,0.0,0,Long Security Check,Good,Middle,No,0,0,1,Mobile App,1,1,0.0,1,Sometimes,Pune - Delhi,UPI,SpiceClub
296,29,Female,Indian,Business,AI950,Indigo,Business,2442,Guwahati,Bangalore,0,0,146,Domestic,10,5,10,0,6,0,0,10,10,0,0,Happy,1.0,0,Turbulence,No Feedback,Standard,Platinum,0,1,1,Mobile App,1,1,0.0,0,Sometimes,Pune - Delhi,Net Banking,IndiGo 6E Rewards
297,50,Male,Indian,Family,AI406,AirAsia India,First Class,1441,Guwahati,Lucknow,0,5,86,Domestic,10,10,10,10,0,10,10,3,6,0,1,Dissatisfied,0.0,0,Delay,Bad,Standard,Silver,0,1,0,Online,1,1,1.0,1,No,Bangalore - Hyderabad,Net Banking,SpiceClub
298,50,Female,Indian,Business,AI986,SpiceJet,Economy,5000,Mumbai,Jaipur,15,5,300,Domestic,2,10,0,10,10,10,0,5,5,0,0,Happy,0.0,0,Broken Entertainment System,Bad,Aisle,Platinum,1,0,0,Airport Counter,0,0,0.0,0,Sometimes,Chennai - Kolkata,Net Banking,Flying Returns (Air India)
299,50,Male,Indian,Family,AI844,Alliance Air,First Class,714,Mumbai,Hyderabad,15,0,42,Domestic,10,10,0,10,10,10,0,6,0,0,1,Happy,0.0,1,Turbulence,Good,Aisle,Gold,0,1,0,Airport Counter,0,0,1.0,1,No,Delhi - Mumbai,Net Banking,Club Vistara
300,90,Male,Indian,Business,AI388,Indigo,First Class,1441,Bangalore,Hyderabad,15,5,86,Domestic,0,0,10,10,10,10,0,6,6,3,1,Neutral,0.0,0,No Complaint,Good,Standard,No,0,1,1,Mobile App,0,0,0.0,1,No,Pune - Delhi,Debit Card,IndiGo 6E Rewards
