Passenger_ID,Age,Gender,Class,Flight_Distance,Departure_Delay,Arrival_Delay,Flight_Duration,Seat_Comfort,InFlight_Entertainment,Food_Quality,Cleanliness,Cabin_Staff_Service,Legroom,Baggage_Handling,CheckIn_Service,Boarding_Process,WiFi_Service,Festival_Season_Travel,Overall_Satisfaction,Recommendation,Complaint_Submitted,Loyalty_Membership,Frequent_Flyer,Baggage_Lost,Compensation_Received,Seat_Upgrade,Special_Assistance,Refund_Requested,Discount_Received,Preferred_Airline,Frequent_Route_Chennai - Kolkata,Frequent_Route_Delhi - Mumbai,Frequent_Route_Pune - Delhi,Travel_Purpose_Family_True,Travel_Purpose_Leisure_True,Travel_Purpose_Medical_True,Travel_Purpose_Study_True,Travel_Purpose_Transit_True,Airline_Name_AirAsia India_True,Airline_Name_Akasa Air_True,Airline_Name_Alliance Air_True,Airline_Name_GoAir_True,Airline_Name_Indigo_True,Airline_Name_SpiceJet_True,Airline_Name_TruJet_True,Airline_Name_Vistara_True,Departure_City_Bangalore_True,Departure_City_Bhubaneswar_True,Departure_City_Chennai_True,Departure_City_Delhi_True,Departure_City_Guwahati_True,Departure_City_Hyderabad_True,Departure_City_Jaipur_True,Departure_City_Kochi_True,Departure_City_Kolkata_True,Departure_City_Lucknow_True,Departure_City_Mumbai_True,Departure_City_Pune_True,Arrival_City_Bangalore_True,Arrival_City_Bhubaneswar_True,Arrival_City_Chennai_True,Arrival_City_Delhi_True,Arrival_City_Guwahati_True,Arrival_City_Hyderabad_True,Arrival_City_Jaipur_True,Arrival_City_Kochi_True,Arrival_City_Kolkata_True,Arrival_City_Lucknow_True,Arrival_City_Mumbai_True,Arrival_City_Pune_True,Complaint_Type_Broken Entertainment System_True,Complaint_Type_Delay_True,Complaint_Type_Food_True,Complaint_Type_Long Security Check_True,Complaint_Type_No Complaint_True,Complaint_Type_Other_True,Complaint_Type_Service_True,Complaint_Type_Turbulence_True,Complaint_Type_Unhygienic Toilets_True,Seat_Type_Middle_True,Seat_Type_Standard_True,Seat_Type_Window_True,Booking_Channel_Mobile App_True,Booking_Channel_Online_True,Booking_Channel_Travel Agency_True,Payment_Method_Credit Card_True,Payment_Method_Debit Card_True,Payment_Method_Net Banking_True,Payment_Method_UPI_True,Airline_Loyalty_Program_Flying Returns (Air India)_True,Airline_Loyalty_Program_IndiGo 6E Rewards_True,Airline_Loyalty_Program_SpiceClub_True,Feedback,Total_Delay,Low_Seat_Comfort,Low_InFlight_Entertainment,Low_Food_Quality,Low_Cleanliness,Low_Cabin_Staff_Service,Low_Legroom,Low_Baggage_Handling,Low_CheckIn_Service,Low_Boarding_Process,Low_WiFi_Service,Satisfied
160,50,0,0,748,15,5,44,5,5,5,4,5,1,5,3,5,2,1,3,0.0,0,0,1,0,1,1,1,0.0,0,2,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Feedback_Comments_WiFi was not working.,20,0,0,0,0,0,1,0,0,0,1,0
161,65,1,2,5000,15,0,300,4,4,5,1,2,5,5,5,1,2,0,4,0.0,0,3,0,0,0,1,0,1.0,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,,15,0,0,0,1,1,0,0,0,1,1,1
162,50,1,2,2605,15,5,156,5,1,1,3,4,4,1,3,4,1,0,1,0.0,1,2,1,0,1,1,0,0.0,0,2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Feedback_Comments_Good,20,0,1,1,0,0,0,1,0,0,1,0
163,50,0,2,1441,0,0,86,1,1,1,1,4,4,1,5,4,2,1,1,1.0,0,2,0,1,0,0,0,0.0,0,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,Feedback_Comments_WiFi was not working.,0,1,1,1,1,0,0,1,0,0,1,0
164,90,0,1,126,0,5,15,5,5,4,5,2,5,2,4,3,1,1,4,1.0,0,2,1,0,0,1,0,0.0,0,2,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,Feedback_Comments_Food was cold.,5,0,0,0,0,1,0,1,0,0,1,1
165,22,0,0,5000,15,0,300,5,4,1,5,5,1,5,5,5,1,0,4,0.0,1,3,0,0,0,0,0,0.0,0,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,Feedback_Comments_Good,15,0,0,1,0,0,1,0,0,0,1,1
166,50,1,2,1441,15,0,86,1,4,1,1,1,2,4,5,5,1,0,4,0.0,0,2,1,1,1,0,1,1.0,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,Feedback_Comments_Good,15,1,0,1,1,1,1,0,0,0,1,1
167,90,0,0,1441,15,0,86,1,5,1,5,5,4,5,4,4,1,1,4,1.0,1,2,0,1,1,1,0,0.0,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,Feedback_Comments_Food was cold.,15,1,0,1,0,0,0,0,0,0,1,1
168,46,0,0,2892,0,0,173,5,5,1,1,5,5,2,5,5,1,0,1,0.0,0,1,1,1,0,0,0,1.0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Feedback_Comments_WiFi was not working.,0,0,0,1,1,0,0,1,0,0,1,0
169,44,1,1,1441,0,0,86,1,4,4,4,2,1,1,1,1,1,1,4,0.0,0,3,0,0,0,0,1,0.0,1,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Feedback_Comments_Good,0,1,0,0,0,1,1,1,1,1,1,1
170,75,0,1,1441,15,5,86,5,1,1,1,5,5,4,4,2,1,1,1,0.0,0,2,1,1,0,1,1,1.0,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,Feedback_Comments_WiFi was not working.,20,0,1,1,1,0,0,0,0,1,1,0
171,50,0,2,560,0,0,33,1,5,5,1,5,1,2,1,2,4,0,4,0.0,0,1,0,1,0,0,1,0.0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,Feedback_Comments_Great service!,0,1,0,0,1,0,1,1,1,1,0,1
172,25,1,1,1441,0,0,86,4,5,5,1,5,4,4,5,4,1,0,3,1.0,0,0,1,1,0,0,0,1.0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,Feedback_Comments_Great service!,0,0,0,0,1,0,0,0,0,0,1,0
173,50,1,2,5000,0,5,300,4,5,1,2,4,5,1,5,5,1,1,5,0.0,0,3,0,1,1,0,0,0.0,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,Feedback_Comments_Loved the flight.,5,0,0,1,1,0,0,1,0,0,1,1
174,90,0,1,968,15,5,58,5,4,1,5,4,5,5,5,5,1,1,4,0.0,0,2,0,1,0,0,0,1.0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,20,0,0,1,0,0,0,0,0,0,1,1
175,71,0,2,1441,0,0,86,5,5,2,5,1,4,5,5,5,1,0,4,1.0,0,0,1,0,0,0,0,0.0,1,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Feedback_Comments_Good,0,0,0,1,0,1,0,0,0,0,1,1
176,50,0,2,1441,15,5,86,1,2,1,4,5,5,4,5,3,2,1,3,1.0,1,0,0,0,1,1,0,0.0,0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,20,1,1,1,0,0,0,0,0,0,1,0
177,90,1,2,1441,15,0,86,5,1,1,1,5,5,4,4,1,1,1,5,0.0,0,1,0,0,0,0,0,1.0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,Feedback_Comments_Loved the flight.,15,0,1,1,1,0,0,0,0,1,1,1
178,50,1,1,1441,15,5,86,5,2,1,1,1,1,1,5,1,1,1,5,0.0,0,0,0,1,1,0,1,0.0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,Feedback_Comments_Good,20,0,1,1,1,1,1,1,0,1,1,1
179,50,1,1,5000,0,5,300,5,4,1,5,5,5,4,2,1,1,0,5,1.0,0,0,0,1,0,0,0,0.0,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,Feedback_Comments_Good,5,0,0,1,0,0,0,0,1,1,1,1
180,50,1,0,734,0,0,44,5,2,5,5,1,2,1,5,1,2,1,3,1.0,0,0,1,1,1,0,1,0.0,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,Feedback_Comments_Food was cold.,0,0,1,0,0,1,1,1,0,1,1,0
181,69,1,2,1441,15,0,86,4,1,1,5,5,5,1,5,1,2,1,4,1.0,0,2,0,1,0,0,1,1.0,1,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,,15,0,1,1,0,0,0,1,0,1,1,1
182,50,0,1,1488,15,0,89,5,1,1,1,4,4,3,2,1,1,1,1,0.0,0,2,0,0,1,1,0,0.0,0,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,Feedback_Comments_Loved the flight.,15,0,1,1,1,0,0,0,1,1,1,0
183,50,0,0,1441,0,0,86,1,1,1,1,5,4,5,5,5,3,1,3,0.0,0,1,0,0,0,1,0,0.0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Feedback_Comments_Great service!,0,1,1,1,1,0,0,0,0,0,0,0
184,50,0,1,298,0,0,17,1,5,5,1,5,5,1,4,5,1,0,1,0.0,0,1,0,0,1,1,1,0.0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,Feedback_Comments_Terrible experience.,0,1,0,0,1,0,0,1,0,0,1,0
185,37,1,0,1935,0,5,116,1,3,2,4,5,5,4,1,5,1,1,4,0.0,0,3,1,0,1,0,0,0.0,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,Feedback_Comments_Terrible experience.,5,1,0,1,0,0,0,0,1,0,1,1
186,90,1,2,5000,15,0,300,2,5,4,1,4,5,1,1,4,2,0,5,1.0,0,3,0,0,0,0,0,1.0,1,2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,Feedback_Comments_Terrible experience.,15,1,0,0,1,0,0,1,1,0,1,1
187,79,1,2,1441,15,5,86,4,5,5,4,5,5,1,4,5,1,0,4,0.0,0,1,1,1,1,0,1,0.0,0,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,Feedback_Comments_Good,20,0,0,0,0,0,0,1,0,0,1,1
188,79,1,2,1441,0,5,86,1,1,1,5,5,4,5,5,5,1,0,4,0.0,1,0,1,0,0,1,0,1.0,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,Feedback_Comments_Loved the flight.,5,1,1,1,0,0,0,0,0,0,1,1
189,50,1,2,1441,15,0,86,1,1,1,1,3,4,1,5,5,1,1,3,0.0,0,2,0,0,0,0,1,1.0,1,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,Feedback_Comments_No Feedback,15,1,1,1,1,0,0,1,0,0,1,0
190,76,0,0,1441,0,0,86,5,5,1,1,4,2,1,1,4,1,1,4,0.0,0,0,0,0,0,0,1,1.0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,Feedback_Comments_Loved the flight.,0,0,0,1,1,0,1,1,1,0,1,1
191,24,0,2,785,6,5,47,5,5,1,5,1,3,5,1,4,1,1,5,0.0,0,2,0,1,1,0,0,0.0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,Feedback_Comments_WiFi was not working.,11,0,0,1,0,1,0,0,1,0,1,1
192,90,0,2,5000,15,0,300,5,5,5,1,5,5,5,4,5,1,0,4,1.0,1,3,0,0,0,0,1,1.0,1,2,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Feedback_Comments_Loved the flight.,15,0,0,0,1,0,0,0,0,0,1,1
193,50,0,2,1441,0,5,86,1,5,2,5,5,5,5,4,5,2,1,4,0.0,0,3,0,1,0,0,1,1.0,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Feedback_Comments_Food was cold.,5,1,0,1,0,0,0,0,0,0,1,1
194,50,0,1,1441,15,5,86,3,1,2,2,5,5,1,1,5,3,0,5,0.0,0,1,0,1,1,1,1,0.0,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,Feedback_Comments_Food was cold.,20,0,1,1,1,0,0,1,1,0,0,1
195,50,0,2,1441,0,0,86,4,1,5,1,4,1,1,5,5,3,1,1,1.0,1,1,1,0,0,0,0,1.0,1,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,Feedback_Comments_Food was cold.,0,0,1,0,1,0,1,1,0,0,0,0
196,50,1,1,1441,15,0,86,4,5,4,1,4,4,1,5,1,2,1,3,0.0,0,1,1,0,0,0,0,1.0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Feedback_Comments_Terrible experience.,15,0,0,0,1,0,0,1,0,1,1,0
197,50,1,0,1441,0,5,86,5,3,2,5,5,5,1,5,2,1,1,5,0.0,0,2,0,0,1,1,0,0.0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,Feedback_Comments_WiFi was not working.,5,0,0,1,0,0,0,1,0,1,1,1
198,90,1,0,1441,0,0,86,5,5,4,1,1,3,1,5,2,1,1,4,0.0,1,3,0,0,1,0,0,1.0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Feedback_Comments_Loved the flight.,0,0,0,0,1,1,0,1,0,1,1,1
199,50,1,0,1441,0,5,86,5,4,4,1,5,2,1,2,1,2,0,4,0.0,0,1,1,1,0,1,1,0.0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,Feedback_Comments_Terrible experience.,5,0,0,0,1,0,1,1,1,1,1,1
200,50,1,1,1441,15,5,86,5,2,5,1,4,1,4,5,4,2,0,1,0.0,0,0,0,0,0,0,1,0.0,0,2,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,Feedback_Comments_Good,20,0,1,0,1,0,1,0,0,0,1,0
201,21,1,1,1441,15,0,86,5,4,5,5,1,1,1,4,5,2,0,4,0.0,1,1,0,0,1,0,1,0.0,1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,Feedback_Comments_Great service!,15,0,0,0,0,1,1,1,0,0,1,1
202,50,1,0,5000,0,0,300,2,1,3,5,5,5,1,4,4,1,1,5,0.0,0,1,0,1,1,1,1,0.0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Feedback_Comments_Terrible experience.,0,1,1,0,0,0,0,1,0,0,1,1
203,50,1,2,1441,15,0,86,1,5,1,1,5,1,1,4,4,1,1,5,1.0,0,3,1,0,1,0,0,1.0,0,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,Feedback_Comments_No Feedback,15,1,0,1,1,0,1,1,0,0,1,1
204,58,1,0,1441,15,5,86,1,5,4,5,5,1,1,1,1,1,0,4,1.0,1,2,1,1,0,0,1,0.0,0,2,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,Feedback_Comments_WiFi was not working.,20,1,0,0,0,0,1,1,1,1,1,1
205,50,0,0,2376,0,5,142,1,5,1,4,5,1,5,1,1,1,1,3,0.0,0,0,0,1,1,0,0,0.0,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,Feedback_Comments_WiFi was not working.,5,1,0,1,0,0,1,0,1,1,1,0
206,50,1,0,311,0,0,18,5,5,4,5,5,5,2,2,5,1,0,3,0.0,0,1,1,0,1,0,1,0.0,0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,Feedback_Comments_Loved the flight.,0,0,0,0,0,0,0,1,1,0,1,0
207,50,1,2,1441,0,5,86,4,5,1,1,5,1,1,5,1,1,0,5,0.0,0,1,1,0,0,1,0,1.0,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,Feedback_Comments_WiFi was not working.,5,0,0,1,1,0,1,1,0,1,1,1
208,50,1,0,2835,15,5,170,5,5,4,5,5,5,4,5,5,2,1,5,0.0,0,1,0,0,0,1,0,1.0,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Feedback_Comments_Good,20,0,0,0,0,0,0,0,0,0,1,1
209,50,1,0,2445,15,0,146,4,4,5,4,2,1,5,4,5,1,0,5,0.0,0,2,0,0,1,0,1,0.0,0,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,Feedback_Comments_Food was cold.,15,0,0,0,0,1,1,0,0,0,1,1
210,50,0,1,1441,0,0,86,1,1,4,5,2,5,1,1,5,1,0,4,0.0,0,2,1,0,1,0,1,1.0,1,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,Feedback_Comments_Great service!,0,1,1,0,0,1,0,1,1,0,1,1
211,50,1,1,1441,15,0,86,2,5,4,2,4,4,1,2,1,1,0,4,1.0,1,2,0,1,1,0,1,0.0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Feedback_Comments_Good,15,1,0,0,1,0,0,1,1,1,1,1
212,50,1,1,2101,15,0,126,1,5,1,5,4,1,2,1,4,1,1,4,0.0,1,2,0,0,1,1,0,1.0,1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,,15,1,0,1,0,0,1,1,1,0,1,1
213,40,0,0,1441,0,5,86,5,5,5,2,5,5,1,5,4,1,1,3,0.0,0,0,0,0,0,0,1,1.0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Feedback_Comments_Good,5,0,0,0,1,0,0,1,0,0,1,0
214,90,1,2,1441,15,0,86,1,5,1,5,5,1,1,1,1,1,1,4,1.0,0,1,0,0,1,1,1,0.0,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,Feedback_Comments_Food was cold.,15,1,0,1,0,0,1,1,1,1,1,1
